oracle_rank,name,oracle,direct_dependents,dependents_rank
813,async-io,4.4176,56,550
814,ctr,4.4102,28,935
815,drone-ctypes,4.4028,3,5746
816,actix-web,4.3966,434,89
817,uucore,4.3952,105,339
818,hkdf,4.3904,74,436
819,gtk-sys,4.3608,45,648
820,infer,4.3601,26,980
821,headers,4.3595,56,550
822,vte_generate_state_changes,4.3592,1,11797
823,ethbloom,4.3589,4,4624
824,exitfailure,4.3549,114,323
825,argh_shared,4.3544,2,7676
826,weezl,4.3445,6,3304
827,xxhash-rust,4.3423,18,1287
828,wain-ast,4.3333,5,3860
829,libflate,4.3290,92,370
830,wasmparser,4.3124,45,648
831,headers-core,4.3118,2,7676
832,const_fn,4.2675,5,3860
833,enum-as-inner,4.2602,25,1001
834,ruspiro-register,4.2372,4,4624
835,vte,4.2292,28,935
836,bitstream-io,4.2278,16,1421
837,futures-channel-preview,4.2267,8,2601
838,chacha20,4.2256,27,960
839,atoi,4.2230,36,780
840,more-asserts,4.2074,37,768
841,serde-json-wasm,4.1915,8,2601
842,argh_derive,4.1877,1,11797
843,prettytable-rs,4.1790,255,159
844,conv,4.1772,38,754
845,x86_64,4.1749,34,807
846,litrs,4.1536,15,1504
847,scale-info,4.1375,22,1099
848,copyless,4.1316,23,1071
849,simple-error,4.1315,62,499
850,lru-cache,4.1282,45,648
851,zstd-safe,4.1221,7,2904
852,toml_edit,4.1127,112,329
853,ripemd160,4.1070,61,509
854,futures-sink-preview,4.1001,3,5746
855,corefoundation-sys,4.0997,5,3860
856,enum_dispatch,4.0913,62,499
857,devise_core,4.0738,2,7676
858,group,4.0646,40,715
859,typemap,4.0518,48,618
860,argh,4.0498,120,310
861,unix_socket,4.0249,25,1001
862,rusb,4.0173,35,795
863,nom_locate,4.0124,39,733
864,derive_utils,4.0077,8,2601
865,parity-util-mem-derive,4.0068,2,7676
866,float-ord,4.0030,26,980
867,interoptopus,4.0000,5,3860
867,maybe-std,4.0000,4,4624
869,core-video-sys,3.9974,6,3304
870,cobs,3.9831,3,5746
871,redis,3.9714,140,279
872,gio,3.9708,120,310
873,futures-preview,3.9573,91,374
874,impl-macros,3.9530,4,4624
875,parity-util-mem,3.9385,15,1504
876,devise_codegen,3.9071,1,11797
877,tokio-core,3.9058,258,156
878,plotters-backend,3.9036,15,1504
879,ethereum-types,3.8976,51,586
880,htmlescape,3.8960,32,848
881,winit,3.8945,183,222
882,zstd,3.8920,109,335
883,luminance,3.8841,20,1183
884,coreaudio-sys,3.8597,5,3860
885,fd-lock,3.8590,10,2140
886,ordered-multimap,3.8516,3,5746
887,lexical,3.8503,21,1148
888,sp-debug-derive,3.8476,3,5746
889,poly1305,3.8431,5,3860
890,smol_str,3.8424,41,698
891,pnet_base,3.8338,9,2348
892,solana-frozen-abi-macro,3.8332,15,1504
893,robust,3.8291,6,3304
894,field-offset,3.8107,11,1945
895,allegro-sys,3.8026,11,1945
896,solana-frozen-abi,3.7975,14,1605
896,solana-sdk-macro,3.7975,4,4624
898,shellexpand,3.7915,186,219
899,cssparser-macros,3.7798,1,11797
900,clap_complete,3.7766,90,375
901,dtoa-short,3.7748,1,11797
902,devise,3.7743,8,2601
903,chrono-tz,3.7731,114,323
904,solana-program,3.7718,190,215
905,iokit-sys,3.7664,6,3304
906,http-types,3.7512,74,436
907,sma-rs,3.7500,6,3304
908,prometheus,3.7484,113,327
909,cryptoxide,3.7453,24,1033
910,memalloc,3.7441,6,3304
911,inventory,3.7288,33,825
912,pango,3.7253,40,715
913,cssparser,3.7229,22,1099
914,rpassword,3.7198,180,227
915,serial-unix,3.7105,4,4624
916,piston-viewport,3.7098,5,3860
917,duplicate,3.7090,12,1807
918,ieee754,3.7065,14,1605
919,async-recursion,3.7039,126,300
920,dasp_frame,3.7015,9,2348
921,suffix,3.6944,6,3304
922,embedded-graphics,3.6921,40,715
923,noisy_float,3.6781,30,888
924,term_size,3.6691,97,355
925,simd-abstraction,3.6653,3,5746
926,ufmt-write,3.6647,7,2904
927,librocksdb-sys,3.6577,2,7676
928,auto_impl,3.6504,28,935
929,ptr,3.6490,3,5746
930,snowflake,3.6443,18,1287
931,nohash-hasher,3.6436,30,888
932,sample,3.6371,14,1605
933,swc_macros_common,3.6259,14,1605
934,find-crate,3.6148,3,5746
935,cast_trait,3.6108,7,2904
936,sp-storage,3.6061,8,2601
937,rlp,3.6025,52,576
938,psl-types,3.5963,3,5746
939,type_constructor,3.5888,2,7676
940,base32,3.5854,57,540
941,float_next_after,3.5767,5,3860
942,lz4-sys,3.5758,5,3860
943,wasm-encoder,3.5710,5,3860
944,fixed,3.5697,33,825
945,gethostname,3.5665,41,698
946,err-derive,3.5611,66,473
947,tetsy-scale-codec,3.5594,143,273
948,forward_ref,3.5578,2,7676
949,partial-min-max,3.5503,8,2601
950,relative-path,3.5481,37,768
951,cstring,3.5478,6,3304
952,replace_with,3.5456,12,1807
953,sp-tracing,3.5428,7,2904
954,rust-ini,3.5426,94,364
955,sp-wasm-interface,3.5347,11,1945
956,rustyline,3.5344,198,206
957,azul-css,3.5335,9,2348
958,xdg,3.5329,118,314
959,blocking,3.5151,24,1033
960,sp-runtime-interface-proc-macro,3.5047,1,11797
961,sp-runtime-interface,3.5044,11,1945
961,ss58-registry,3.5044,1,11797
963,log4rs,3.5040,125,301
964,cargo-manifest,3.5038,5,3860
965,enumset_derive,3.4977,1,11797
966,shaderc-sys,3.4898,1,11797
967,sp-core,3.4848,137,283
968,state,3.4734,19,1228
969,tetsy-fixed-hash,3.4680,3,5746
970,discard,3.4659,9,2348
971,freetype-sys,3.4584,7,2904
972,smart-leds-trait,3.4358,12,1807
973,index-fixed,3.4323,4,4624
974,superslice,3.4276,11,1945
975,enumset,3.4127,27,960
976,x25519-dalek,3.4061,67,468
977,likely,3.4038,27,960
978,sc,3.3994,5,3860
979,trackable_derive,3.3970,1,11797
980,range,3.3886,7,2904
981,yasna,3.3688,25,1001
982,w5500-ll,3.3611,2,7676
983,pix,3.3571,12,1807
984,serde_derive_internals,3.3553,16,1421
985,display-interface,3.3452,16,1421
986,salsa20,3.3452,19,1228
987,uint-crate,3.3404,4,4624
988,ed25519-zebra,3.3372,7,2904
989,cid,3.3347,34,807
990,hbs-common-sys,3.3333,4,4624
991,clang-sys,3.3249,11,1945
992,hibitset,3.3214,24,1033
993,base64ct,3.3074,15,1504
994,wait-timeout,3.2947,33,825
995,libr-sys,3.2945,5,3860
996,merlin,3.2911,42,686
997,xi-unicode,3.2898,11,1945
998,serialport,3.2697,75,430
999,chacha20poly1305,3.2625,59,526
1000,subprocess,3.2615,80,411
