oracle_rank,name,oracle,direct_dependents,dependents_rank
685,libjs-bootstrap,7.7665,61,448
686,zip,7.7474,15,1961
687,xtrans-dev,7.7263,2,11119
688,php-symfony-service-contracts,7.7260,18,1589
689,libgcc-s1-riscv64-cross,7.7177,19,1511
690,gcc-mingw-w64-base,7.7101,35,825
691,libgcc-s1-s390x-cross,7.6897,17,1702
692,python3-async-timeout,7.6862,47,605
693,libminizip1t64,7.6766,43,678
694,libsuitesparseconfig7,7.6437,18,1589
695,libqt6widgets6,7.6379,687,26
696,python3-jinja2,7.6278,154,165
697,libgcc-s1-arm64-cross,7.6042,20,1435
698,libidn12,7.6007,29,1022
699,libgif7,7.5908,55,504
700,golang-github-google-uuid-dev,7.5696,51,540
701,libboost-iostreams1.83.0,7.5500,89,300
702,libcommons-lang3-java,7.5449,56,494
703,python3-click,7.5332,174,142
704,libassuan9,7.5312,20,1435
705,node-is-buffer,7.5025,4,6533
706,libclass-xsaccessor-perl,7.4910,18,1589
707,pkg-config,7.4708,54,513
708,libgcc-s1-i386-cross,7.4399,17,1702
709,libgpm2,7.4276,23,1266
710,libpcre2-dev,7.4223,25,1165
711,libgcc-s1-x32-cross,7.4113,17,1702
712,golang-github-creack-pty-dev,7.4006,13,2260
713,libfungw1,7.3937,29,1022
714,libmbedtls21,7.3646,17,1702
715,libjsoncpp26,7.3568,59,466
716,libibverbs1,7.3164,43,678
717,libhdf5-310,7.3081,96,279
718,libfmt10,7.3065,116,217
719,libgirepository-1.0-1,7.2551,71,378
720,libavif16,7.2480,17,1702
721,libgcc-s1-ppc64el-cross,7.2396,19,1511
722,libjackson2-core-java,7.2224,25,1165
723,gcc-14,7.2155,20,1435
724,libc6-ppc64-powerpc-cross,7.2137,15,1961
725,tcl8.6,7.1883,16,1848
726,libeval-closure-perl,7.1416,5,5417
727,libdbi-perl,7.0896,121,210
728,fp-units-rtl-3.2.2,7.0685,15,1961
729,libyuv0,7.0531,5,5417
730,r-base-core,7.0362,422,43
731,libapr1t64,7.0050,47,605
732,libslang2,7.0041,33,880
733,libimport-into-perl,6.9692,10,2896
734,libqt6qml6,6.9655,397,47
735,libclass-data-inheritable-perl,6.9405,27,1086
736,libc6-sh4-cross,6.9308,11,2620
737,libjs-angularjs,6.9078,17,1702
738,liburing2,6.8844,26,1116
739,libbpf1,6.8601,38,767
740,node-isarray,6.8540,8,3517
741,libspeex1,6.8500,38,767
742,libglib2.0-bin,6.8284,62,441
743,libmoo-perl,6.8216,199,118
744,node-popper2,6.7999,3,8288
745,libdecor-0-0,6.7945,11,2620
746,libev4t64,6.7752,50,555
747,libjs-highlight.js,6.7694,24,1216
748,librdmacm1t64,6.7467,22,1317
749,libhsa-runtime64-1,6.7466,6,4529
750,libgav1-1,6.7290,3,8288
751,libclass-accessor-perl,6.6842,100,268
752,native-architecture,6.6839,4,6533
753,libhsakmt1,6.6704,2,11119
754,python3-decorator,6.6550,36,800
755,python3-multidict,6.6462,6,4529
756,libglib2.0-data,6.6403,4,6533
757,iso-codes,6.6336,27,1086
758,libxml-commons-resolver1.1-java,6.6215,13,2260
759,libc-l10n,6.5575,3,8288
760,libamdhip64-5,6.5565,30,981
761,dmsetup,6.5536,9,3180
761,libdevmapper1.02.1,6.5536,26,1116
763,python3-propcache,6.5390,4,6533
764,libamd-comgr2,6.5333,4,6533
765,libgcc-s1-sparc64-cross,6.5135,14,2110
766,lilypond-doc,6.5000,1,16422
767,python3-yarl,6.4976,59,466
768,libffi-dev,6.4699,15,1961
769,libvpx9,6.4569,17,1702
770,libjson-glib-1.0-0,6.4506,151,172
771,python3-pyparsing,6.4450,65,425
772,node-kind-of,6.4297,13,2260
773,cl-trivial-gray-streams,6.4084,7,3967
774,liborc-0.4-0t64,6.3954,11,2620
775,libparams-validate-perl,6.3311,50,555
776,elpa-dash,6.3269,32,912
777,python3-aiohttp,6.3258,282,73
778,python3-aiohappyeyeballs,6.3248,3,8288
779,python3-frozenlist,6.3234,7,3967
780,libc6-i386-x32-cross,6.3173,17,1702
781,libhunspell-1.7-0,6.3008,76,357
782,python3-aiosignal,6.2940,1,16422
783,libreoffice-style-colibre,6.2713,3,8288
784,liblastlog2-2,6.2661,3,8288
785,libibmad5,6.2405,8,3517
786,libc6-x32,6.2392,20,1435
787,liblist-moreutils-xs-perl,6.2375,1,16422
788,libc6-x32-i386-cross,6.2340,17,1702
789,libfuse2t64,6.2146,57,488
790,libgstreamer1.0-0,6.2126,188,127
791,liblist-moreutils-perl,6.2061,109,238
792,python3-pygments,6.1953,84,323
793,libaprutil1t64,6.1949,30,981
794,libsdl2-2.0-0,6.1589,224,91
795,libdevel-globaldestruction-perl,6.1507,17,1702
796,python3-platformdirs,6.1172,72,372
797,libc6-i386-amd64-cross,6.0896,17,1702
798,libgcc-s1-mips-cross,6.0685,11,2620
798,libgcc-s1-mipsel-cross,6.0685,11,2620
800,libevent-pthreads-2.1-7t64,6.0550,22,1317
801,libqt5xml5t64,6.0527,188,127
802,publicsuffix,6.0519,11,2620
803,util-linux,6.0488,6,4529
804,java-common,6.0272,4,6533
805,udev,6.0255,62,441
806,libgcc-s1-mips64-cross,6.0211,11,2620
806,libgcc-s1-mips64el-cross,6.0211,11,2620
806,libgcc-s1-mips64r6-cross,6.0211,11,2620
806,libgcc-s1-mips64r6el-cross,6.0211,11,2620
806,libgcc-s1-mipsr6-cross,6.0211,11,2620
806,libgcc-s1-mipsr6el-cross,6.0211,11,2620
812,libc6-s390-s390x-cross,6.0153,16,1848
813,php-symfony-http-client-contracts,6.0046,3,8288
814,libc6-powerpc-ppc64-cross,5.9816,16,1848
815,librte-net25,5.9665,139,182
816,libselinux1-dev,5.9360,9,3180
817,ca-certificates-java,5.9347,3,8288
818,libxerces2-java,5.9273,27,1086
819,libgcc-s4-hppa-cross,5.9195,12,2422
820,node-isobject,5.8986,12,2422
821,python3-pytz,5.8963,23,1266
822,libgsm1,5.8882,21,1375
823,libgcc-s1-alpha-cross,5.8696,12,2422
824,libmunge2,5.8686,11,2620
825,libjxl0.11,5.8543,27,1086
826,libc6-x32-amd64-cross,5.8396,17,1702
827,debian-reference-common,5.8333,11,2620
828,php-symfony-http-client,5.8332,77,352
829,libjs-bootstrap5,5.8299,35,825
830,cpp-x86-64-linux-gnu,5.8152,33,880
831,libarchive13t64,5.8097,96,279
832,libclass-load-perl,5.8096,46,618
833,libnpth0t64,5.8079,7,3967
834,openjdk-21-jre-headless,5.8071,6,4529
835,golang-github-mattn-go-colorable-dev,5.7967,26,1116
836,node-tslib,5.7876,15,1961
837,bzip2,5.7559,39,752
838,node-lodash-packages,5.7525,22,1317
839,libtheoradec1,5.7500,28,1060
840,ruby-base64,5.7494,12,2422
841,libboost1.83-dev,5.7385,33,880
842,python3-docutils,5.7279,72,372
843,libplist-2.0-4,5.7269,25,1165
844,mingw-w64-common,5.7101,3,8288
845,golang-github-golang-snappy-dev,5.7088,14,2110
846,default-jre-headless,5.6958,93,285
847,libnamespace-autoclean-perl,5.6903,135,192
848,r-cran-mass,5.6746,105,258
849,libglu1-mesa,5.6617,179,133
850,libksba8,5.6613,7,3967
851,libtheoraenc1,5.6440,20,1435
852,libxtables12,5.6378,8,3517
853,golang-dbus-dev,5.6341,12,2422
854,tcl,5.6290,44,655
855,base-files,5.6249,17,1702
856,libqhull-r8.0,5.6235,17,1702
857,libsigsegv2,5.6153,5,5417
858,libjson-glib-1.0-common,5.6065,1,16422
859,python3-defusedxml,5.5689,48,588
860,gpgconf,5.5546,6,4529
861,node-jquery,5.5463,13,2260
862,libqt6xml6,5.5410,170,145
863,libzstd-dev,5.5328,33,880
864,libgirepository-2.0-0,5.5203,4,6533
865,libgio-2.0-dev,5.5192,3,8288
866,libglib2.0-dev,5.5142,353,52
867,girepository-tools,5.5072,2,11119
868,php-symfony-notifier,5.5057,71,378
869,lilypond-doc-html,5.5000,11,2620
870,libsysprof-capture-4-dev,5.4845,9,3180
871,libglib2.0-dev-bin,5.4834,2,11119
872,cl-alexandria,5.4804,16,1848
873,node-wrappy,5.4725,4,6533
874,lib64gcc-s1-powerpc-cross,5.4637,14,2110
875,libqt5qml5,5.4553,289,68
876,python3-exceptiongroup,5.4522,13,2260
877,libc-bin,5.4409,1,16422
878,pci.ids,5.4177,8,3517
879,libpsm2-2,5.4102,4,6533
880,libze1,5.4023,3,8288
881,libversion-perl,5.3981,32,912
882,gsettings-desktop-schemas,5.3918,68,402
883,rime-data-luna-pinyin,5.3833,12,2422
884,libraw1394-11,5.3737,16,1848
885,python3-sqlparse,5.3672,9,3180
886,librecode3,5.3593,5,5417
887,ibverbs-providers,5.3538,15,1961
888,gir1.2-gdkpixbuf-2.0,5.3466,80,341
889,libc6-mipsn32-mips64-cross,5.3452,11,2620
889,libc6-mipsn32-mips64el-cross,5.3452,11,2620
889,libc6-mipsn32-mips64r6-cross,5.3452,11,2620
889,libc6-mipsn32-mips64r6el-cross,5.3452,11,2620
893,libc6-mips64-mipsr6-cross,5.3452,11,2620
893,libc6-mips64-mipsr6el-cross,5.3452,11,2620
895,libpangoxft-1.0-0,5.3382,9,3180
896,libmount-dev,5.3379,3,8288
897,librust-curl-dev,5.3333,6,4529
898,librust-c2-chacha-dev,5.3333,6,4529
899,gpg,5.3188,17,1702
900,libva2,5.3153,39,752
901,libtinyxml2-11,5.3123,45,637
902,libsepol-dev,5.3110,2,11119
903,libpugixml1v5,5.2983,48,588
904,libxnvctrl0,5.2918,11,2620
905,libmodule-pluggable-perl,5.2600,47,605
906,locales,5.2459,115,223
907,python3-asgiref,5.2406,8,3517
908,kmod,5.2343,38,767
909,libgcc-s1-amd64-cross,5.2274,20,1435
910,libgles2,5.2243,49,570
911,libhwloc-plugins,5.2168,2,11119
912,libqt6opengl6,5.2150,47,605
913,libgio-2.0-dev-bin,5.2122,1,16422
914,libfile-which-perl,5.2071,57,488
915,libgpgme11t64,5.1969,56,494
916,gir1.2-pango-1.0,5.1957,81,336
917,python3-django,5.1952,209,102
918,libdist-checkconflicts-perl,5.1852,2,11119
919,libservlet-api-java,5.1842,23,1266
920,libpmix2t64,5.1733,6,4529
921,liblangtag-common,5.1678,2,11119
922,libtbb12,5.1581,50,555
923,libcolamd3,5.1445,12,2422
924,node-csstype,5.1321,3,8288
925,libcgi-pm-perl,5.1284,70,387
926,golang-github-golang-protobuf-1-5-dev,5.1268,27,1086
927,gpg-agent,5.1217,9,3180
928,docutils-common,5.1192,1,16422
928,python3-roman,5.1192,1,16422
930,gnupg,5.1014,48,588
931,cpp,5.0954,30,981
932,libc6-mipsn32-mipsr6-cross,5.0952,11,2620
932,libc6-mipsn32-mipsr6el-cross,5.0952,11,2620
934,libc6-mips32-mips64-cross,5.0952,11,2620
934,libc6-mips32-mips64el-cross,5.0952,11,2620
934,libc6-mips32-mips64r6-cross,5.0952,11,2620
934,libc6-mips32-mips64r6el-cross,5.0952,11,2620
938,libgstreamer-plugins-base1.0-0,5.0807,132,196
939,libc6-sparc-sparc64-cross,5.0790,13,2260
940,libplexus-classworlds-java,5.0651,8,3517
941,junit,5.0648,10,2896
942,gir1.2-harfbuzz-0.0,5.0628,2,11119
943,golang-github-cespare-xxhash-dev,5.0606,10,2896
944,node-tiny-warning,5.0568,8,3517
945,libucx0,5.0506,8,3517
946,libuima-core-java,5.0429,8,3517
947,libpolkit-gobject-1-0,5.0408,68,402
948,liblangtag1,5.0362,5,5417
949,libtbbmalloc2,5.0281,6,4529
950,golang-github-kr-text-dev,5.0242,2,11119
951,libtbbbind-2-5,5.0231,1,16422
952,pinentry-curses,5.0170,4,6533
953,gnumach-common,5.0000,4,6533
953,librust-clap-2-dev,5.0000,1,16422
953,librust-phf-dev,5.0000,5,5417
956,libdvdread8t64,4.9973,27,1086
957,liblzma-dev,4.9688,25,1165
958,liblog4j1.2-java,4.9631,37,781
959,libgd3,4.9494,58,479
960,libequinox-registry-java,4.9459,60,460
961,libodbc2,4.9458,45,637
962,golang-github-rogpeppe-go-internal-dev,4.9220,4,6533
963,librte-meter25,4.9186,117,214
964,ruby-i18n,4.9161,13,2260
965,libext2fs2t64,4.9115,21,1375
966,golang-github-chzyer-readline-dev,4.9056,7,3967
967,libblkid-dev,4.8982,5,5417
968,librnd4t64,4.8925,10,2896
969,libfabric1,4.8816,7,3967
970,libhwy1t64,4.8710,6,4529
971,node-util-deprecate,4.8639,3,8288
972,libc6-mips64-mips-cross,4.8614,11,2620
972,libc6-mips64-mipsel-cross,4.8614,11,2620
974,libeclipse-jdt-core-compiler-batch-java,4.8540,14,2110
975,libcdio19t64,4.8535,37,781
976,libclass-load-xs-perl,4.8476,1,16422
977,libopenmpi40,4.8427,203,113
978,libdevel-overloadinfo-perl,4.8426,1,16422
978,libmodule-runtime-conflicts-perl,4.8426,1,16422
980,libamd3,4.8413,19,1511
981,lib32gcc-s1,4.8412,20,1435
982,golang-github-kr-pretty-dev,4.8398,7,3967
983,libace-8.0.2,4.8386,20,1435
984,libjaxb-api-java,4.8355,30,981
985,wasi-libc,4.8333,6,4529
986,libpackage-deprecationmanager-perl,4.8326,1,16422
987,libmoose-perl,4.8319,270,78
988,libzmq5,4.8231,32,912
989,librte-pci25,4.8226,108,244
990,libpackage-stash-xs-perl,4.8226,1,16422
991,libgcc-s2-m68k-cross,4.8191,9,3180
992,librte-ethdev25,4.7973,118,213
993,libuno-sal3t64,4.7776,39,752
994,libdpkg-perl,4.7739,29,1022
995,r-cran-r6,4.7651,40,728
996,libnfnetlink0,4.7525,12,2422
997,libio-stringy-perl,4.7404,30,981
998,libjs-source-map,4.7251,2,11119
999,libunbound8,4.7237,26,1116
1000,libglobus-common0t64,4.6978,73,364
